股票编号,年,月,日,开盘价,最高价,最低价,收盘价,成交量,成交金额,息前税后利润,息税前利润,企业自由现金流量,毛利,无息流动负债,无息非流动负债,净债务,净营运资本,留存收益,全部投入资本,120日收益损失方差比,120日收益方差,个股收益的120日峰度,120日损失方差,120日方差,120日信息比率(InformationRatio120),个股120日的beta值,个股120日的alpha,120日特诺雷比率,120日夏普比率,波幅中位数,资金流量指标,过去1年的价格动量,月度换手率对数,120日平均换手率,当前价格处于过去1年股价的位置,流通市值,市净率,市盈率,过去3个月的价格动量,基本每股收益,对数流通市值,总市值,市现率,市销率,稀释每股收益,每股收益TTM值,每股净资产,每股营业收入,每股营业总收入,每股资本公积金,每股息税前利润,每股营业利润,每股盈余公积金,每股未分配利润,每股现金流量净额,每股股利,每股企业自由现金流量,每股经营活动产生的现金流量净额,每股留存收益,每股股东自由现金流量
11,4.010559904279705,11.714308165998949,73.6941513632335,34.865601361570356,37.25424271336639,32.764819048249585,34.96509541384986,109730185.19067031,4852913462633635.0,337046001817457.75,498238223397173.6,3.902822466557611e+16,2.2638844282379613e+17,,203407966407498.38,2.0253263815888e+17,6.352618084337731e+16,1.5981795275341837e+17,6.135420020064301e+17,2.978220157431527,0.010826894738955884,42.676352795259426,0.008619891798342804,,,0.10724310517994556,0.18586139009125152,,1.7697697211413759,0.00036053578961231346,579.7692722596381,3645.642995806323,99.20755577373805,,0.08731481118826231,6.623172845984977e+18,2.360738603481716,3966.554729717654,,0.017453880146678764,1.2529776961083783,8.815943460118936e+18,70707.46781302114,,0.017453880146678764,,13.44648138275858,2.6796394937773296,2.6796394937773296,9.286249320736353,0.08202461964142188,,0.0038530175406324223,0.07739869765486693,0.5558949611324424,0.012712595031194023,,0.07198627171189474,0.09099330265700065,0.058085028717720484
12,4.010559904279705,11.714308165998949,73.6941513632335,25.337806543974807,27.596070095002624,23.232043115359485,25.25901461205328,363154714.25781983,9140249593029964.0,,563214986097899.8,6654409182933628.0,8718660420112333.0,1147491140718618.2,889453351996388.1,2.7646324031541784e+16,1.5066135603311462e+16,8808862866846580.0,5.6247113573960877e+17,1.5869548020775819,0.004408006117533709,52.86581696904878,0.006493845818261771,0.03973714424708606,,0.10648219366230943,0.07341447938853085,0.3014468128053902,1.0271685214419226,0.00018578922742751433,516.9795904368541,1595.471795128468,89.4124745936268,0.00020558116585658618,0.07854283599334014,2.7627898450458476e+18,1.9538235164114726,36160771.671250835,487.7572866057965,0.009400178625944786,0.21944789426193473,2.498108865878743e+18,136887.79942531147,22.564267029588358,0.009400178625944786,0.009358772538117833,0.12507748283755418,0.09227108620862748,0.09227108620862748,0.2886135977156767,0.011958323404912872,0.011960161850231852,0.00021608646157544975,0.07409169693871914,0.13289025496597015,6.372270407053032e-05,0.017717409469915027,,0.0365601380609768,0.12808229309904803
13,4.010559904279705,11.714308165998949,73.6941513632335,27.938209484849505,28.731156954199008,27.1763848250201,27.86114565989247,1140628151.3531513,1.19404456998299e+16,,1008995734334624.6,335001996647465.94,849800594338155.9,51717287653546.266,175587903051676.78,1616358018388265.5,1.2655127907554324e+16,5840305252631071.0,1.8785433061883744e+16,0.41771670752575984,0.005605830689817584,7.548669026856696,0.008234764597493194,0.056454997933504815,,0.18001849184786675,0.43128196953349995,0.923745657706684,2.004048276142899,0.00037488924115410823,409.14102503988687,6565.589693288065,4.1873312430200675,0.002440313175785627,0.09986897657656506,1.5264784656954852e+18,4.948455277573026,71642.1763836034,1039.4998973352592,0.05257249758607446,0.6731095878777719,2.8270007667561846e+18,69924.01311685103,42.15264095808863,0.05257249758607446,0.052322681140177595,4.479005937806909,0.7902081287245062,0.7902081287245062,2.793155255073451,0.0800166588190537,0.062319222279380894,0.004838001131473086,0.21962083060486295,0.6906138202399401,0.01101278011572062,0.11357232613127984,,2.6062889636310103,0.13184871317470676
14,4.010559904279705,11.714308165998949,73.6941513632335,1.8539851429655143,1.9183667327154752,1.7970924767431717,1.8566512357923952,36648172736.3133,2.6966890010820896e+16,9374070666021604.0,1.2371106874191514e+16,,1952754938913576.8,1.173964307986535e+18,163838861211087.9,2.35282459181078e+16,4.649837399684935e+16,5.6043380449019565e+17,5.139053365999708e+18,0.8913312329565435,0.004511951556124621,,0.003911105119753185,0.007454534297496541,,0.12783010703052583,0.11586669550926991,92.35559083869111,,0.0001229348045381224,399.35937797134756,1709.1229443178788,,0.00017019770628219925,,3.158536673957069e+18,9.248123162308149,2118532.2991045574,434.0107025201143,9.273172878883027e-05,0.10140558111429258,,104632.33940821614,149.15798826009924,,0.021029435854574386,0.0019159191203073948,0.0035223045301098184,0.0035223045301098184,0.00013378282630456564,,0.031232594812331378,0.0,0.0024603449349142087,0.16396692393495305,,,0.008785338930693982,0.758633489340967,0.06978331385034792
15,4.010559904279705,11.714308165998949,73.6941513632335,50.85670741852232,53.16787384534517,48.837798129473455,50.941536465935066,2265154273.5940533,2.002578478520942e+16,,1578777885412746.0,1.0357671833236806e+16,3.855342109989553e+16,167788351876669.94,,7.600774716909741e+17,9.110812327168461e+17,1.2498006525309264e+16,4.9187924402178726e+17,0.9186010993786315,0.010388416745407086,107.3513258233041,,0.03598203358128904,,,0.15971420723135116,12592.02251090631,1.7092931869506287,0.0001921946261213782,,1235.6693583865992,0.8361286596908404,0.0002541171174348397,0.07732055863580974,3.7251227261686856e+18,2.589294176648909,,510.11669427788087,0.010681701149793681,,2.6497928496241446e+20,70373.59350540218,6.603199641429901,0.00250441625211477,0.0026275028290125768,0.451408578479242,0.04239367317086572,,1.2081382930246602,0.01088596348914822,0.0035508125699474477,,0.02523110874820991,0.4197165988881117,0.00016251220164263569,,0.1746537278134451,0.2408206696655281,0.7175584968376103
16,4.010559904279705,11.714308165998949,73.6941513632335,21.372307748727675,22.30431213473775,20.535857574020643,21.38123283724176,10600433668.073229,2.1157331570203476e+16,436364490882889.75,575189036322810.4,111733358091189.5,1794431187874538.2,58118419620969.66,21013841206826.395,716231730273534.4,,5547467734464416.0,4.619443763584375e+16,0.074086509011048,0.0005795853101363779,,8.03200594260062e-05,0.11134751774186323,,0.12426194487512308,0.02273699210684263,0.14968416660486641,,7.163813415223117e-05,242.42208995962628,338.48805115181443,,0.0005027119575638949,,4.049270705864704e+16,8.811929162224267,3.8727645934425268,104.66632477405177,0.31143422167555,0.018952878067568735,,34.02973642538759,0.4510707879511455,,0.010534122347066164,4.942128116604339,3.92577402103845,3.92577402103845,2.1161118121387257,,0.015146988764044942,0.00025427132947976853,0.455412425627773,0.00422621972534333,,0.001185320848938826,,1.0042842411363868,0.014755957553058672
17,4.010559904279705,11.714308165998949,73.6941513632335,26.74745505219585,28.128426674142833,25.451584784398197,26.69005585477305,10893571779.725925,3.979203209864098e+16,2.526702135675781e+17,3.204872029269402e+17,1.2472422310939022e+17,,3.4733874845221715e+17,4950743471647377.0,5052309549704127.0,7304153031906914.0,117819258783726.34,6.770920979584223e+18,,0.005912469599792094,1.0916863241971257,0.009527351470274857,0.05882204340125146,,0.20306543127034926,,2.037789856604251,1.6322675683872556,0.0003639143243830691,249.4868722051083,,0.9330076141008069,0.001741353460350188,0.09749514965212709,1.6547166831966835e+18,,125.4096301003119,673.3081663500291,,0.32867887343367824,3.3834241405789645e+18,8254.343876311075,10.838754942417735,0.07554711407665567,0.0605850939529711,0.716588126534433,,8.932919155719725,0.38133760026049796,0.14027349966862862,0.08273711688518536,0.004614356051770606,,1.3513256610597117,0.0034721272177194685,2.295162264111848,0.6791990609314641,0.2064276766260954,1.8656834137246587
18,4.010559904279705,11.714308165998949,73.6941513632335,25.488745294757376,27.669564474232935,23.707617087423618,25.56570172701533,466911452.26930493,1.0485245394568722e+16,1124896989680547.8,1537232745049823.0,,6667009347524508.0,2.591790133858834e+16,500264453402.56323,7.495187012678765e+16,3.3358431725960384e+16,4395969600984821.5,4.502690608512651e+16,0.4430375293397542,0.010077107988266464,4.313376424667696,0.00503851012952324,0.03343577229335249,,0.23745743051393237,0.3781950697707868,634.0204542524963,2.0206630511411956,0.00035358891821580537,547.5674493869171,4837.175888336823,49.008553952768175,0.0029338827258936907,0.09039143998089282,2.7322008157059507e+18,5.039899248340902,181876.86164083387,2282.8336381815534,1.5784178089755097,0.616354551028378,3.9944318855647534e+18,408598.8025281951,13.115359900458234,1.5784178089755097,1.5610580160103116,16.758849676766296,44.91245298810776,44.91245298810776,10.724875128179182,2.2832609223587492,2.100877105672973,0.02839119974917987,2.9534773371094634,12.969852968550853,0.005212322627797629,0.15658239844722893,0.147905580620593,,0.23265148081452366
19,4.010559904279705,11.714308165998949,73.6941513632335,79.57901672895642,87.22013721714957,72.56660510943267,80.4546667957585,427211386.74989164,9556164643090542.0,3.8890970362335016e+16,,5.496927695947821e+16,4.7928751902891896e+16,5.397938271460366e+16,10890992358399.55,1.3821468256211333e+18,6.067456283906765e+16,2.0173943826865238e+17,4.0354897209870144e+17,,0.003382234442561247,8.727810698564486,0.006148490829674994,0.02815771455854313,,0.17807975672209939,,1.0564693975672266,1.5894342904935155,0.0001229860595834396,410.8420103813606,,0.4497518998250293,0.00012583461669343098,0.08755592002975975,1.74950169778718e+18,,76.53176160224977,490.80769309272,,0.08629873930895286,2.0948369157591124e+18,374.6942441884991,0.8086813407054011,0.03263380222872976,0.03205994749009878,0.7750556433275515,,1.982883860449573,0.10436122696515694,0.053702331910215916,0.03626304380323727,0.004500058948223573,,0.03039313073755952,0.0022347668579552624,0.03447016741517229,0.033517285986528284,0.040367656682548804,
20,4.010559904279705,11.714308165998949,73.6941513632335,18.447594690531957,19.711447595904914,17.237608214380913,18.418403044516843,85198797.6727414,1522972408848041.5,3781820835999080.5,,3.747997480116873e+17,1.186072299704675e+16,1.3788231853915013e+18,7989374064875325.0,1.1880169769761706e+17,1.0442050960908173e+17,9230216587671226.0,5.993072671533375e+17,,0.007464984849973182,3.3505703918626715,0.007006312076884679,0.06991714955765675,,0.13466801183419225,,43.96759573773991,1.7683680623171765,0.00032880440731505097,266.3461518770849,,0.615308503077868,0.00023311853201455048,0.08998640394097383,5.868475338138592e+18,,1856.7959857619253,791.1874870867348,,0.7496002966769989,4.414354632246244e+18,467.70313284842854,2.3783097977023657,0.010232826062777733,0.009190280761023274,2.4666908426973206,,3.2691996485520196,1.593392354415784,0.03584900871695713,0.014814609621920043,0.0007751982984122838,,1.0628956993366758,0.0012766824795810284,0.3909023089096032,0.03458462910382081,0.22738800814178284,
21,4.010559904279705,11.714308165998949,73.6941513632335,6.438337592990037,6.790219887446305,6.073040643762929,6.432712654885175,468982510667.45776,6.71160666996344e+17,2682840728122110.5,3338010219017977.5,1.9092539497735948e+16,,9.946558006599952e+16,8472535493178859.0,,,2.7656303248488255e+19,1.532150314332374e+18,0.2731130970436002,,44.45884538191196,0.0062642892359700076,0.057072954184795084,,0.11361744231430936,0.2353207612576518,24.80266344886802,2.299310753053269,,280.4794384629887,2391.3773303232233,79.09543963859589,0.00017345204189748845,0.08608724680895487,,7.771069885318633,282574.2625314223,1108.0006043034139,0.008057885548640417,0.10966845669986487,5.8023702461120586e+19,,0.18179949808281243,0.012379351201816022,0.1270597850616386,,0.3339588396583609,0.3339588396583609,,0.6257773802087978,0.2523747118151862,0.0001937644544233672,0.1470655257297636,0.1437632144069016,0.0005084834237273854,0.22854104058383062,0.17376877932556445,,0.06326981000067369
22,4.010559904279705,11.714308165998949,73.6941513632335,26.58505590317672,28.69667109613397,24.443927582533323,26.664161347881695,46625071.52682709,649188404576067.9,6168606402013303.0,,8601515469950721.0,1.2380936791866274e+16,5.4818158847684184e+16,261814597968641.97,4.157650964765299e+17,2.6779226849671917e+17,3.3930901555697252e+16,2.227465710600562e+17,0.39976025949530736,0.0025173001966273933,4.670425846143662,0.002306489256997226,,,0.020401328876434664,0.07578359693155642,,1.3959490824403835,0.00010646180678964672,270.54107683748333,1972.1418414284028,0.37608792411343456,,0.06891475278468628,6.28712277314344e+20,0.1498583147488133,4.9405795611439425,,0.09199877531085264,0.08333146842077879,6.854658674195231e+20,26204.37456028507,,0.09199877531085264,,0.6555529456780721,7.485438340808139,7.485990443973638,0.4321945677536614,0.25700680867636366,,0.002285607625144116,0.979190162758894,,0.0030506379270920513,3.4627348260456867,1.349891243546931,0.030123989871269193,1.529027935759391
23,4.010559904279705,11.714308165998949,73.6941513632335,58.55499940448577,63.70485488342702,55.010942452859425,59.038237844175214,843149219.0696801,2.9780112916522676e+16,1430500987081759.2,1899118655888224.8,1.0901534048069658e+16,1.6575019228701356e+16,8780633126223253.0,,6.302374549029056e+16,9.690717454640424e+16,3.403786217045974e+16,7.192483316834616e+17,0.11000045018778123,0.005185651439932645,,0.00554143181327024,0.012415381240676988,,0.11434646887375416,0.18936043947591458,14.061948107728401,,0.0002839601126142097,247.9158005906609,2749.772587740164,,0.0001210073568320296,,2.0812939218542362e+18,1.3799971801863438,954.0646644857203,383.3936131429007,0.14651700965020234,0.27697559240431735,,2020.8043571762157,4.340728161148832,,0.00507901225522623,3.9036535335675935,1.1665696690003342,1.1696978763152415,1.5473819478976147,,0.005340715907916201,0.009519499729132151,0.35997180351454344,0.036966700381199064,0.00046080811660521604,0.2149158549153052,0.15669798509007601,,0.08412895569879043
24,4.010559904279705,11.714308165998949,73.6941513632335,0.8000379680422951,0.9395565347633121,0.6797270174633536,0.7972081569493766,465336109.7143408,2596410444266270.5,105721181762070.2,160267633043582.38,466217485047699.25,992798205730249.2,,18895031619520.777,2509536327201326.5,2416483927080106.5,493020157420677.5,1530576304399955.0,0.49302871070097215,,3.2077070245589985,0.009636654409033479,0.04920098218046839,,0.224347756727724,0.32761365269229153,2.6986997552858973,2.404869339086335,,753.984632803209,5499.231003949442,29.688923993162543,0.0030979641415386874,0.0860595727133138,,689.8271243560763,141001820.6261709,1281.5702242090267,0.015687521586973452,0.8551083743950106,4.4094518304939356e+18,,6.611980202374116,0.09052565460560631,0.09008255310102724,,0.04487268043206786,0.04487268043206786,,0.08699308470227643,0.09671749448461575,0.021990086549240714,0.5598602480515308,0.07459573828799482,0.0,0.3046148816125196,,0.1414179050423376,0.6480597184074232
25,4.010559904279705,11.714308165998949,73.6941513632335,0.8988381058446623,1.0050933284123054,0.7692093434823611,0.8688929705228479,189941937.610392,2526821993034165.5,607090682113901.0,884313921710015.8,,1.101993190988666e+16,3545305258879412.5,678925389408054.6,2.507806617357424e+16,8.383272051330838e+16,6.064671910499951e+16,7.360460611484859e+16,1880.8217593922423,0.005519934265964004,3.7176018543599407,,0.04347318594314719,,,0.309454232485307,0.6761284052207763,2.0892480741882875,0.00024015450843024083,,2698.555187870475,0.4353552817964266,0.00014295953796193055,0.07517837642502398,3.2847252072269614e+18,10.849493803744988,,1257.9816900969445,0.020394914341532726,,3.2604460358424243e+18,1814.9899240936302,1.2195309142033974,0.020231291294344738,0.020440224991855188,0.5207698341304472,1.2848319028624273,,4.6933030701509436e-05,0.035903903926372875,0.034800417732034954,,0.36137878587979344,0.36626957213250855,0.0005016610813712259,1.8666050018409845,,0.020838083043236515,3.587086991108697
26,4.010559904279705,11.714308165998949,73.6941513632335,0.8218320933390234,0.9008118735749734,0.7484359042304874,0.826596079554892,515386736944.866,2.0934695435771715e+17,1.4655271778498335e+18,2.080561668691963e+18,7.790099532321065e+17,2.8312618620630732e+16,,2837872711086316.5,3.114746058551924e+18,1.4365093174130301e+18,6.502658120297083e+16,3.0660462879345603e+19,,0.0023242416478337514,1.1475964219880777,0.0039837293794471726,0.01680860558364273,,0.12617482143542294,,0.21206469664864322,1.2628011713093439,9.465930993364772e-05,237.9531932287353,,0.2634246403217644,0.00025852456598371784,0.08633224924050371,2.3053538167995663e+18,,71.36017152434935,438.9573659075649,,0.08096190511163028,2.0131917918222525e+18,195.94593685362216,0.17961010428921,0.00876933314840373,0.008814807669798861,0.4282215583801167,,3.1297731805239666,0.17146957070464536,0.025905777539116017,0.019858737277263488,0.001019860266854156,,0.02926916974473781,,0.1600717068500247,0.13578700626850812,0.04650405262118176,0.3196013877410601
27,4.010559904279705,11.714308165998949,73.6941513632335,98.61504379556821,105.12041503153371,93.13813811429358,98.98232786351686,323916675.2263002,8776354096593127.0,1.0270650007784678e+16,1.4363924287748316e+16,5.896635802870815e+17,1.5448990981157213e+17,1.536420719064622e+19,7.508079150960243e+16,4.712286412798217e+19,7.548131093102689e+17,,1.551349804728904e+19,,,,,0.18071974841729252,,,,,,0.0012347855488861865,,,9.92152181703271,0.005317279333091763,,2.6633567291431004e+16,4.920423653484172,,,0.08605970149253736,,4.0942911120658e+17,557.9014333384241,1.3361719590463408,0.014809025161019358,,0.20986637118489918,,,,,,,,,,,,,
28,4.010559904279705,11.714308165998949,73.6941513632335,20.140560962339652,21.156695570442956,19.45027308052754,20.330470354218473,3718816685.708079,3.815992846384108e+16,1929109292187593.8,3132687661072021.5,3764901430667524.0,2.106738852867831e+16,2.0128539041307187e+17,1.5055379093822784e+16,6.165276229686551e+17,4.907844520473769e+18,,2.379877354735453e+17,0.25220808679261475,0.005413540347861015,9.185982379798189,,0.02844172199757845,,,0.08513797490929695,0.6247963896814408,1.9114083966996536,0.0002744109546536788,,927.48126603135,74.26728717138782,0.00028584033654307524,0.09188456957162366,4.9313333648090797e+17,1.0081652231404625,,575.3033330482642,0.03452926952273189,,1.1609706219145178e+18,12892.858587646693,28.657359400917787,0.20633185548333688,0.20679847273624558,1.6783807550582905,0.6097826220743451,,1.0823201278531915,0.2285134009523254,0.014274563815951958,,0.03457644590890418,0.2751949276840117,,0.5480757994259682,0.16632653613842963,0.5691746570588813,0.36117594751159743
